   4,  34,  -7
   4,  35,  -7
   5,  35,  -7
   5,  34,  -7
   5,  34,  -8
   5,  33,  -8
   5,  32,  -8
   6,  32,  -8
   7,  32,  -8
   8,  32,  -8
   8,  31,  -8
   8,  31,  -7
   8,  30,  -7
   8,  30,  -8
   8,  30,  -9
   7,  30,  -9
   7,  29,  -9
   6,  29,  -9
   6,  29, -10
   7,  29, -10
   7,  29, -11
   7,  30, -11
   7,  31, -11
   8,  31, -11
   9,  31, -11
   9,  32, -11
   9,  33, -11
   8,  33, -11
   8,  33, -10
   9,  33, -10
   9,  33,  -9
   9,  34,  -9
  10,  34,  -9
  10,  34,  -8
  11,  34,  -8
  11,  33,  -8
  12,  33,  -8
  12,  33,  -7
  12,  33,  -6
  12,  33,  -5
  13,  33,  -5
  14,  33,  -5
  14,  32,  -5
  14,  32,  -6
  14,  31,  -6
  13,  31,  -6
  13,  31,  -7
  13,  31,  -8
  13,  31,  -9
  14,  31,  -9
  15,  31,  -9
  15,  31, -10
  15,  31, -11
  15,  30, -11
  15,  30, -12
  15,  29, -12
  16,  29, -12
  16,  28, -12
  16,  27, -12
  17,  27, -12
  17,  27, -13
  17,  26, -13
  16,  26, -13
  15,  26, -13
  15,  25, -13
  16,  25, -13
  16,  24, -13
  16,  23, -13
  17,  23, -13
  17,  23, -14
  17,  22, -14
  17,  21, -14
  17,  21, -15
  17,  21, -16
  18,  21, -16
  19,  21, -16
  20,  21, -16
  21,  21, -16
  21,  22, -16
  21,  22, -15
  21,  22, -14
  21,  21, -14
  21,  21, -13
  21,  21, -12
  20,  21, -12
  20,  20, -12
  20,  20, -11
  19,  20, -11
  19,  19, -11
  18,  19, -11
  17,  19, -11
  17,  18, -11
  18,  18, -11
  18,  17, -11
  18,  17, -10
  17,  17, -10
  17,  18, -10
  16,  18, -10
  15,  18, -10
  15,  18, -11
  14,  18, -11
  13,  18, -11
  13,  18, -12
  13,  17, -12
  12,  17, -12
  11,  17, -12
  11,  18, -12
  11,  19, -12
  10,  19, -12
  10,  20, -12
  10,  20, -11
  11,  20, -11
  12,  20, -11
  12,  20, -10
  12,  21, -10
  12,  21,  -9
  12,  21,  -8
  13,  21,  -8
  13,  21,  -7
  12,  21,  -7
  12,  22,  -7
  12,  22,  -6
  12,  23,  -6
  12,  24,  -6
  11,  24,  -6
  11,  25,  -6
  10,  25,  -6
  10,  25,  -7
   9,  25,  -7
   8,  25,  -7
   8,  25,  -6
   7,  25,  -6
   7,  24,  -6
   7,  24,  -5
   7,  24,  -4
   6,  24,  -4
   6,  24,  -3
   5,  24,  -3
   5,  25,  -3
   5,  25,  -4
   4,  25,  -4
   4,  24,  -4
   3,  24,  -4
   3,  23,  -4
   2,  23,  -4
   2,  23,  -5
   2,  22,  -5
   2,  22,  -6
   2,  21,  -6
   2,  21,  -7
   1,  21,  -7
   1,  21,  -8
   1,  20,  -8
   2,  20,  -8
   2,  20,  -9
   2,  20, -10
   2,  19, -10
   3,  19, -10
   3,  18, -10
   3,  17, -10
   3,  17,  -9
   3,  17,  -8
   4,  17,  -8
   4,  18,  -8
   4,  18,  -9
   4,  19,  -9
   5,  19,  -9
   5,  19,  -8
   4,  19,  -8
   4,  19,  -7
   4,  18,  -7
   4,  18,  -6
   4,  17,  -6
   4,  17,  -5
   3,  17,  -5
   2,  17,  -5
   2,  18,  -5
   2,  18,  -6
   1,  18,  -6
   1,  18,  -7
   2,  18,  -7
   2,  17,  -7
   1,  17,  -7
   1,  17,  -8
   1,  16,  -8
   2,  16,  -8
   2,  16,  -9
   2,  15,  -9
   2,  14,  -9
   2,  14,  -8
   3,  14,  -8
   3,  14,  -7
   3,  13,  -7
   3,  12,  -7
   3,  11,  -7
   3,  11,  -8
   3,  11,  -9
   3,  10,  -9
   3,   9,  -9
   3,   8,  -9
   3,   8, -10
   3,   7, -10
   3,   6, -10
   4,   6, -10
   4,   6, -11
   4,   5, -11
   4,   4, -11
   4,   4, -10
   4,   4,  -9
   3,   4,  -9
   3,   5,  -9
   2,   5,  -9
   2,   5, -10
   2,   6, -10
   1,   6, -10
   1,   7, -10
   0,   7, -10
   0,   7, -11
   0,   6, -11
  -1,   6, -11
  -1,   7, -11
  -2,   7, -11
  -3,   7, -11
  -3,   7, -10
  -3,   7,  -9
  -3,   6,  -9
  -3,   6,  -8
  -3,   6,  -7
  -3,   6,  -6
  -4,   6,  -6
  -5,   6,  -6
  -6,   6,  -6
  -6,   6,  -7
  -6,   6,  -8
  -6,   7,  -8
  -7,   7,  -8
  -8,   7,  -8
  -8,   7,  -7
  -9,   7,  -7
  -9,   6,  -7
 -10,   6,  -7
 -10,   6,  -6
 -10,   6,  -5
  -9,   6,  -5
  -9,   6,  -4
  -8,   6,  -4
  -7,   6,  -4
  -7,   5,  -4
  -7,   5,  -3
  -8,   5,  -3
  -8,   4,  -3
  -9,   4,  -3
  -9,   4,  -2
  -8,   4,  -2
  -8,   3,  -2
  -8,   3,  -1
  -8,   4,  -1
  -7,   4,  -1
  -6,   4,  -1
  -6,   3,  -1
  -5,   3,  -1
  -5,   3,  -2
  -5,   2,  -2
  -5,   2,  -3
  -5,   1,  -3
  -4,   1,  -3
  -3,   1,  -3
  -3,   1,  -2
  -3,   2,  -2
  -2,   2,  -2
  -2,   1,  -2
  -2,   1,  -1
  -2,   0,  -1
  -1,   0,  -1
  -1,   0,  -2
   0,   0,  -2
   0,   0,  -3
   0,   0,  -4
   0,   0,  -5
   0,   0,  -6
  -1,   0,  -6
  -1,   1,  -6
  -1,   1,  -7
  -1,   2,  -7
  -1,   2,  -8
