 -29, -13,  21
 -29, -13,  20
 -29, -13,  19
 -29, -13,  18
 -29, -13,  17
 -29, -14,  17
 -28, -14,  17
 -27, -14,  17
 -27, -15,  17
 -27, -15,  16
 -26, -15,  16
 -25, -15,  16
 -25, -15,  15
 -25, -16,  15
 -25, -17,  15
 -25, -18,  15
 -25, -19,  15
 -26, -19,  15
 -26, -19,  14
 -26, -19,  13
 -25, -19,  13
 -25, -18,  13
 -25, -17,  13
 -25, -16,  13
 -24, -16,  13
 -23, -16,  13
 -23, -15,  13
 -23, -14,  13
 -24, -14,  13
 -25, -14,  13
 -26, -14,  13
 -27, -14,  13
 -28, -14,  13
 -29, -14,  13
 -30, -14,  13
 -30, -14,  14
 -30, -14,  15
 -30, -14,  16
 -31, -14,  16
 -32, -14,  16
 -32, -14,  15
 -32, -14,  14
 -32, -14,  13
 -32, -14,  12
 -32, -13,  12
 -32, -12,  12
 -32, -12,  13
 -32, -11,  13
 -32, -10,  13
 -33, -10,  13
 -34, -10,  13
 -35, -10,  13
 -35, -10,  14
 -35,  -9,  14
 -35,  -8,  14
 -35,  -7,  14
 -35,  -6,  14
 -35,  -5,  14
 -35,  -5,  13
 -35,  -5,  12
 -35,  -5,  11
 -35,  -4,  11
 -35,  -3,  11
 -36,  -3,  11
 -37,  -3,  11
 -37,  -2,  11
 -37,  -1,  11
 -37,   0,  11
 -38,   0,  11
 -39,   0,  11
 -40,   0,  11
 -40,   0,  10
 -40,  -1,  10
 -40,  -2,  10
 -40,  -2,  11
 -40,  -2,  12
 -39,  -2,  12
 -39,  -1,  12
 -40,  -1,  12
 -41,  -1,  12
 -42,  -1,  12
 -43,  -1,  12
 -43,  -1,  11
 -43,  -1,  10
 -43,  -1,   9
 -43,  -1,   8
 -43,  -1,   7
 -43,  -1,   6
 -43,   0,   6
 -44,   0,   6
 -45,   0,   6
 -45,   0,   5
 -45,   0,   4
 -45,   0,   3
 -45,   0,   2
 -45,   0,   1
 -45,  -1,   1
 -46,  -1,   1
 -47,  -1,   1
 -47,   0,   1
 -47,   1,   1
 -48,   1,   1
 -49,   1,   1
 -49,   0,   1
 -49,  -1,   1
 -49,  -2,   1
 -49,  -3,   1
 -49,  -4,   1
 -49,  -4,   0
 -48,  -4,   0
 -47,  -4,   0
 -47,  -3,   0
 -47,  -2,   0
 -46,  -2,   0
 -45,  -2,   0
 -44,  -2,   0
 -44,  -3,   0
 -44,  -4,   0
 -44,  -5,   0
 -44,  -6,   0
 -44,  -7,   0
 -43,  -7,   0
 -42,  -7,   0
 -41,  -7,   0
 -40,  -7,   0
 -40,  -6,   0
 -40,  -5,   0
 -39,  -5,   0
 -38,  -5,   0
 -37,  -5,   0
 -36,  -5,   0
 -35,  -5,   0
 -35,  -5,   1
 -36,  -5,   1
 -36,  -4,   1
 -36,  -3,   1
 -36,  -2,   1
 -35,  -2,   1
 -34,  -2,   1
 -33,  -2,   1
 -33,  -2,   2
 -33,  -1,   2
 -33,   0,   2
 -33,   1,   2
 -33,   1,   3
 -32,   1,   3
 -31,   1,   3
 -31,   2,   3
 -31,   3,   3
 -32,   3,   3
 -33,   3,   3
 -34,   3,   3
 -34,   4,   3
 -33,   4,   3
 -33,   5,   3
 -33,   6,   3
 -33,   7,   3
 -33,   8,   3
 -32,   8,   3
 -31,   8,   3
 -31,   8,   4
 -31,   8,   5
 -31,   8,   6
 -31,   8,   7
 -31,   8,   8
 -30,   8,   8
 -29,   8,   8
 -28,   8,   8
 -27,   8,   8
 -26,   8,   8
 -25,   8,   8
 -25,   9,   8
 -25,   9,   9
 -26,   9,   9
 -27,   9,   9
 -27,  10,   9
 -27,  10,  10
 -28,  10,  10
 -29,  10,  10
 -30,  10,  10
 -30,   9,  10
 -30,   8,  10
 -30,   7,  10
 -29,   7,  10
 -28,   7,  10
 -27,   7,  10
 -26,   7,  10
 -25,   7,  10
 -24,   7,  10
 -23,   7,  10
 -22,   7,  10
 -22,   6,  10
 -22,   5,  10
 -22,   5,  11
 -21,   5,  11
 -21,   6,  11
 -21,   7,  11
 -21,   8,  11
 -21,   9,  11
 -21,  10,  11
 -21,  10,  12
 -21,  10,  13
 -22,  10,  13
 -22,  11,  13
 -22,  11,  12
 -22,  11,  11
 -21,  11,  11
 -20,  11,  11
 -19,  11,  11
 -18,  11,  11
 -18,  10,  11
 -18,   9,  11
 -18,   8,  11
 -18,   7,  11
 -18,   6,  11
 -18,   5,  11
 -18,   4,  11
 -18,   4,  12
 -18,   4,  13
 -18,   4,  14
 -17,   4,  14
 -17,   3,  14
 -17,   2,  14
 -17,   1,  14
 -17,   1,  15
 -16,   1,  15
 -16,   1,  14
 -16,   1,  13
 -16,   0,  13
 -16,  -1,  13
 -16,  -2,  13
 -16,  -2,  12
 -16,  -2,  11
 -16,  -2,  10
 -16,  -2,   9
 -16,  -1,   9
 -16,  -1,  10
 -16,   0,  10
 -16,   1,  10
 -16,   1,   9
 -16,   1,   8
 -17,   1,   8
 -17,   0,   8
 -17,  -1,   8
 -17,  -1,   9
 -17,  -1,  10
 -17,  -1,  11
 -17,  -2,  11
 -17,  -3,  11
 -17,  -4,  11
 -17,  -5,  11
 -18,  -5,  11
 -19,  -5,  11
 -20,  -5,  11
 -20,  -4,  11
 -19,  -4,  11
 -19,  -3,  11
 -19,  -2,  11
 -19,  -1,  11
 -19,   0,  11
 -20,   0,  11
 -21,   0,  11
 -22,   0,  11
 -23,   0,  11
 -23,   1,  11
 -23,   2,  11
 -23,   2,  10
 -23,   2,   9
 -23,   1,   9
 -23,   0,   9
 -23,  -1,   9
 -23,  -2,   9
 -23,  -3,   9
 -23,  -4,   9
 -23,  -4,  10
 -24,  -4,  10
 -25,  -4,  10
 -26,  -4,  10
 -27,  -4,  10
 -27,  -5,  10
 -27,  -5,   9
 -27,  -6,   9
 -27,  -7,   9
 -27,  -7,   8
 -27,  -7,   7
 -27,  -7,   6
 -27,  -8,   6
 -27,  -9,   6
 -27, -10,   6
 -27, -11,   6
 -26, -11,   6
 -25, -11,   6
 -24, -11,   6
 -24, -11,   5
 -24, -11,   4
 -24, -11,   3
 -24, -12,   3
 -24, -13,   3
