     1,     1,     2,   -20,   -13
     2,     1,     2,   -20,   -12
     3,     1,     2,   -20,   -11
     4,     1,     2,   -20,   -10
     5,     1,     2,   -21,   -10
     6,     1,     3,   -21,   -10
     7,     1,     4,   -21,   -10
     8,     1,     5,   -21,   -10
     9,     1,     6,   -21,   -10
    10,     1,     7,   -21,   -10
    11,     1,     8,   -21,   -10
    12,     1,     9,   -21,   -10
    13,     1,     9,   -20,   -10
    14,     1,     9,   -19,   -10
    15,     1,     9,   -19,    -9
    16,     1,     9,   -19,    -8
    17,     1,     9,   -19,    -7
    18,     1,     9,   -19,    -6
    19,     1,     9,   -19,    -5
    20,     1,     9,   -18,    -5
    21,     1,     9,   -17,    -5
    22,     1,    10,   -17,    -5
    23,     1,    11,   -17,    -5
    24,     1,    12,   -17,    -5
    25,     1,    13,   -17,    -5
    26,     1,    13,   -16,    -5
    27,     1,    13,   -15,    -5
    28,     1,    14,   -15,    -5
    29,     1,    15,   -15,    -5
    30,     1,    16,   -15,    -5
    31,     1,    16,   -15,    -4
    32,     1,    15,   -15,    -4
    33,     1,    15,   -15,    -3
    34,     1,    15,   -15,    -2
    35,     1,    15,   -15,    -1
    36,     1,    15,   -15,     0
    37,     1,    15,   -14,     0
    38,     1,    15,   -13,     0
    39,     1,    15,   -12,     0
    40,     1,    15,   -11,     0
    41,     1,    15,   -10,     0
    42,     1,    15,    -9,     0
    43,     1,    15,    -8,     0
    44,     1,    16,    -8,     0
    45,     1,    17,    -8,     0
    46,     1,    17,    -8,    -1
    47,     1,    17,    -8,    -2
    48,     1,    17,    -8,    -3
    49,     1,    16,    -8,    -3
    50,     1,    15,    -8,    -3
    51,     1,    14,    -8,    -3
    52,     1,    14,    -8,    -4
    53,     1,    14,    -7,    -4
    54,     1,    14,    -6,    -4
    55,     1,    15,    -6,    -4
    56,     1,    16,    -6,    -4
    57,     1,    17,    -6,    -4
    58,     1,    18,    -6,    -4
    59,     1,    18,    -6,    -3
    60,     1,    18,    -6,    -2
    61,     1,    18,    -6,    -1
    62,     1,    18,    -5,    -1
    63,     1,    18,    -4,    -1
    64,     1,    18,    -3,    -1
    65,     1,    17,    -3,    -1
    66,     1,    16,    -3,    -1
    67,     1,    15,    -3,    -1
    68,     1,    14,    -3,    -1
    69,     1,    13,    -3,    -1
    70,     1,    13,    -2,    -1
    71,     1,    13,    -1,    -1
    72,     1,    13,     0,    -1
    73,     1,    13,     0,    -2
    74,     1,    13,     0,    -3
    75,     1,    12,     0,    -3
    76,     1,    12,     1,    -3
    77,     1,    12,     1,    -2
    78,     1,    12,     2,    -2
    79,     1,    12,     3,    -2
    80,     1,    12,     4,    -2
    81,     1,    12,     5,    -2
    82,     1,    12,     6,    -2
    83,     1,    12,     7,    -2
    84,     1,    12,     7,    -3
    85,     1,    12,     7,    -4
    86,     1,    12,     7,    -5
    87,     1,    12,     7,    -6
    88,     1,    12,     7,    -7
    89,     1,    11,     7,    -7
    90,     1,    10,     7,    -7
    91,     1,     9,     7,    -7
    92,     1,     9,     8,    -7
    93,     1,     9,     9,    -7
    94,     1,     8,     9,    -7
    95,     1,     8,     9,    -6
    96,     1,     8,     9,    -5
    97,     1,     8,     9,    -4
    98,     1,     8,     9,    -3
    99,     1,     8,     8,    -3
   100,     1,     8,     7,    -3
   101,     1,     8,     6,    -3
   102,     1,     8,     5,    -3
   103,     1,     8,     4,    -3
   104,     1,     8,     3,    -3
   105,     1,     8,     2,    -3
   106,     1,     8,     1,    -3
   107,     1,     8,     0,    -3
   108,     1,     8,    -1,    -3
   109,     1,     8,    -2,    -3
   110,     1,     8,    -3,    -3
   111,     1,     8,    -4,    -3
   112,     1,     8,    -5,    -3
   113,     1,     8,    -6,    -3
   114,     1,     8,    -7,    -3
   115,     1,     8,    -7,    -2
   116,     1,     8,    -7,    -1
   117,     1,     8,    -7,     0
   118,     1,     8,    -6,     0
   119,     1,     8,    -5,     0
   120,     1,     9,    -5,     0
   121,     1,     9,    -5,    -1
   122,     1,     8,    -5,    -1
   123,     1,     7,    -5,    -1
   124,     1,     6,    -5,    -1
   125,     1,     5,    -5,    -1
   126,     1,     5,    -4,    -1
   127,     1,     5,    -3,    -1
   128,     1,     5,    -2,    -1
   129,     1,     5,    -2,    -2
   130,     1,     5,    -2,    -3
   131,     1,     5,    -1,    -3
   132,     1,     5,     0,    -3
   133,     1,     5,     1,    -3
   134,     1,     5,     2,    -3
