   2, -20, -13
   2, -20, -12
   2, -20, -11
   2, -20, -10
   2, -21, -10
   3, -21, -10
   4, -21, -10
   5, -21, -10
   6, -21, -10
   7, -21, -10
   8, -21, -10
   9, -21, -10
   9, -20, -10
   9, -19, -10
   9, -19,  -9
   9, -19,  -8
   9, -19,  -7
   9, -19,  -6
   9, -19,  -5
   9, -18,  -5
   9, -17,  -5
  10, -17,  -5
  11, -17,  -5
  12, -17,  -5
  13, -17,  -5
  13, -16,  -5
  13, -15,  -5
  14, -15,  -5
  15, -15,  -5
  16, -15,  -5
  16, -15,  -4
  15, -15,  -4
  15, -15,  -3
  15, -15,  -2
  15, -15,  -1
  15, -15,   0
  15, -14,   0
  15, -13,   0
  15, -12,   0
  15, -11,   0
  15, -10,   0
  15,  -9,   0
  15,  -8,   0
  16,  -8,   0
  17,  -8,   0
  17,  -8,  -1
  17,  -8,  -2
  17,  -8,  -3
  16,  -8,  -3
  15,  -8,  -3
  14,  -8,  -3
  14,  -8,  -4
  14,  -7,  -4
  14,  -6,  -4
  15,  -6,  -4
  16,  -6,  -4
  17,  -6,  -4
  18,  -6,  -4
  18,  -6,  -3
  18,  -6,  -2
  18,  -6,  -1
  18,  -5,  -1
  18,  -4,  -1
  18,  -3,  -1
  17,  -3,  -1
  16,  -3,  -1
  15,  -3,  -1
  14,  -3,  -1
  13,  -3,  -1
  13,  -2,  -1
  13,  -1,  -1
  13,   0,  -1
  13,   0,  -2
  13,   0,  -3
  12,   0,  -3
  12,   1,  -3
  12,   1,  -2
  12,   2,  -2
  12,   3,  -2
  12,   4,  -2
  12,   5,  -2
  12,   6,  -2
  12,   7,  -2
  12,   7,  -3
  12,   7,  -4
  12,   7,  -5
  12,   7,  -6
  12,   7,  -7
  11,   7,  -7
  10,   7,  -7
   9,   7,  -7
   9,   8,  -7
   9,   9,  -7
   8,   9,  -7
   8,   9,  -6
   8,   9,  -5
   8,   9,  -4
   8,   9,  -3
   8,   8,  -3
   8,   7,  -3
   8,   6,  -3
   8,   5,  -3
   8,   4,  -3
   8,   3,  -3
   8,   2,  -3
   8,   1,  -3
   8,   0,  -3
   8,  -1,  -3
   8,  -2,  -3
   8,  -3,  -3
   8,  -4,  -3
   8,  -5,  -3
   8,  -6,  -3
   8,  -7,  -3
   8,  -7,  -2
   8,  -7,  -1
   8,  -7,   0
   8,  -6,   0
   8,  -5,   0
   9,  -5,   0
   9,  -5,  -1
   8,  -5,  -1
   7,  -5,  -1
   6,  -5,  -1
   5,  -5,  -1
   5,  -4,  -1
   5,  -3,  -1
   5,  -2,  -1
   5,  -2,  -2
   5,  -2,  -3
   5,  -1,  -3
   5,   0,  -3
   5,   1,  -3
   5,   2,  -3
   5,   3,  -3
   5,   4,  -3
   6,   4,  -3
   7,   4,  -3
   7,   4,  -2
   7,   3,  -2
   6,   3,  -2
   6,   4,  -2
   6,   5,  -2
   6,   6,  -2
   6,   7,  -2
   5,   7,  -2
   4,   7,  -2
   4,   8,  -2
   4,   9,  -2
   4,  10,  -2
   4,  11,  -2
   3,  11,  -2
   3,  11,  -3
   3,  11,  -4
   3,  11,  -5
   3,  11,  -6
   3,  11,  -7
   3,  11,  -8
   3,  11,  -9
   3,  11, -10
   3,  11, -11
   4,  11, -11
   5,  11, -11
   6,  11, -11
   7,  11, -11
   8,  11, -11
   8,  10, -11
   8,   9, -11
   8,   8, -11
   7,   8, -11
   7,   8, -12
   7,   8, -13
   7,   8, -14
   7,   8, -15
   8,   8, -15
   9,   8, -15
   9,   8, -14
   9,   8, -13
  10,   8, -13
  11,   8, -13
  12,   8, -13
  13,   8, -13
  13,   8, -12
  13,   8, -11
  13,   8, -10
  12,   8, -10
  11,   8, -10
  10,   8, -10
   9,   8, -10
   8,   8, -10
   8,   7, -10
   8,   6, -10
   8,   5, -10
   8,   4, -10
   8,   3, -10
   8,   2, -10
   7,   2, -10
   6,   2, -10
   5,   2, -10
   4,   2, -10
   4,   3, -10
   4,   4, -10
   5,   4, -10
   5,   4,  -9
   5,   4,  -8
   5,   4,  -7
   5,   4,  -6
   5,   4,  -5
   5,   5,  -5
   4,   5,  -5
   4,   5,  -6
   4,   5,  -7
   4,   4,  -7
   4,   3,  -7
   4,   2,  -7
   4,   1,  -7
   4,   0,  -7
   4,   0,  -6
   3,   0,  -6
   2,   0,  -6
   1,   0,  -6
   0,   0,  -6
  -1,   0,  -6
  -1,   0,  -7
  -1,   1,  -7
  -1,   1,  -8
  -1,   1,  -9
  -1,   1, -10
  -1,   1, -11
  -1,   2, -11
  -1,   3, -11
  -1,   4, -11
  -1,   5, -11
  -1,   6, -11
  -1,   7, -11
  -1,   8, -11
  -1,   9, -11
  -1,  10, -11
  -1,  11, -11
  -2,  11, -11
  -3,  11, -11
  -3,  11, -10
  -3,  11,  -9
  -3,  11,  -8
  -3,  11,  -7
  -3,  11,  -6
  -3,  12,  -6
  -3,  13,  -6
  -3,  14,  -6
  -3,  15,  -6
  -3,  15,  -7
  -3,  15,  -8
  -3,  15,  -9
  -3,  15, -10
  -3,  15, -11
  -3,  15, -12
  -2,  15, -12
  -2,  16, -12
  -2,  17, -12
  -2,  18, -12
  -3,  18, -12
  -4,  18, -12
  -4,  18, -11
  -4,  18, -10
  -4,  18,  -9
  -3,  18,  -9
  -2,  18,  -9
  -1,  18,  -9
   0,  18,  -9
   0,  18,  -8
   0,  18,  -7
   0,  18,  -6
   0,  17,  -6
   0,  16,  -6
   1,  16,  -6
   1,  16,  -7
   1,  16,  -8
   1,  16,  -9
   1,  15,  -9
   1,  14,  -9
   1,  13,  -9
   1,  12,  -9
   1,  12, -10
   1,  12, -11
   1,  13, -11
   1,  14, -11
   1,  15, -11
   1,  16, -11
   1,  17, -11
   1,  18, -11
   1,  19, -11
   1,  20, -11
   1,  21, -11
   1,  22, -11
   1,  23, -11
   1,  24, -11
   1,  25, -11
   1,  26, -11
   1,  26, -12
   1,  26, -13
   1,  26, -14
   1,  26, -15
   1,  26, -16
   1,  26, -17
   1,  27, -17
   1,  28, -17
   1,  29, -17
   1,  30, -17
   1,  31, -17
   0,  31, -17
  -1,  31, -17
  -2,  31, -17
  -2,  31, -18
  -2,  31, -19
  -2,  31, -20
  -3,  31, -20
  -4,  31, -20
  -4,  31, -19
  -4,  31, -18
  -5,  31, -18
  -5,  31, -19
  -6,  31, -19
  -7,  31, -19
  -8,  31, -19
  -8,  32, -19
  -8,  33, -19
  -8,  34, -19
  -8,  34, -18
  -8,  34, -17
  -8,  34, -16
  -8,  35, -16
  -8,  36, -16
  -8,  37, -16
  -7,  37, -16
  -6,  37, -16
  -5,  37, -16
  -5,  38, -16
  -5,  39, -16
  -5,  39, -17
  -5,  39, -18
  -5,  40, -18
  -4,  40, -18
  -4,  41, -18
  -4,  42, -18
  -4,  42, -17
  -4,  42, -16
  -4,  42, -15
  -4,  42, -14
  -5,  42, -14
  -6,  42, -14
  -7,  42, -14
  -8,  42, -14
  -8,  42, -13
  -8,  42, -12
  -8,  41, -12
  -8,  40, -12
  -8,  39, -12
  -8,  38, -12
  -8,  37, -12
  -8,  36, -12
  -8,  35, -12
  -8,  34, -12
  -8,  33, -12
  -8,  32, -12
  -8,  31, -12
  -8,  30, -12
  -9,  30, -12
 -10,  30, -12
 -10,  31, -12
 -10,  32, -12
 -10,  32, -11
 -10,  32, -10
 -10,  32,  -9
 -10,  32,  -8
 -10,  32,  -7
 -10,  31,  -7
 -10,  30,  -7
 -10,  30,  -6
 -11,  30,  -6
 -12,  30,  -6
 -13,  30,  -6
 -14,  30,  -6
 -15,  30,  -6
 -16,  30,  -6
 -17,  30,  -6
 -18,  30,  -6
 -19,  30,  -6
 -20,  30,  -6
 -21,  30,  -6
 -21,  31,  -6
 -21,  32,  -6
 -21,  32,  -5
 -21,  32,  -4
 -21,  32,  -3
 -21,  32,  -2
 -21,  31,  -2
 -21,  30,  -2
 -21,  29,  -2
